City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Kolkata,2021-03-03,238.3,100.4,168.3,113.0,11.7,7.5,0.19,56.1,197.7,8.32,27.36,0.13,397.1,Satisfactory
Bangalore,2021-03-03,450.2,178.3,1.9,28.1,55.7,3.1,3.68,81.3,35.2,3.54,16.72,5.43,172.9,Good
Delhi,2021-03-04,60.4,294.2,75.7,77.1,94.8,9.9,0.05,25.8,119.8,10.89,12.18,7.65,231.9,Moderate
Mumbai,2021-03-04,140.2,41.2,178.3,59.3,68.3,0.7,8.77,19.2,168.4,1.6,10.48,4.49,132.5,Poor
Chennai,2021-03-04,482.9,384.4,81.9,79.9,137.9,44.3,7.49,87.5,9.3,10.85,7.71,5.22,83.2,Satisfactory
Kolkata,2021-03-04,191.8,519.2,49.2,90.6,148.7,12.9,4.37,26.9,94.2,7.82,5.9,9.06,141.3,Good
Bangalore,2021-03-04,10.1,136.8,56.3,149.1,170.3,49.6,5.18,76.1,127.0,11.2,3.66,2.84,270.3,Severe
Delhi,2021-03-05,243.9,563.1,153.6,125.9,171.7,20.8,0.36,41.1,75.0,17.46,11.12,1.56,36.6,Satisfactory
Mumbai,2021-03-05,256.9,188.9,1.3,110.1,150.8,20.3,3.1,35.5,129.7,14.07,27.63,9.06,230.1,Severe
Chennai,2021-03-05,295.8,85.5,73.0,24.3,17.9,40.8,9.8,64.2,27.1,13.36,20.11,6.47,98.4,Satisfactory
Kolkata,2021-03-05,340.9,317.7,20.0,42.6,187.7,33.8,3.2,76.6,174.9,13.23,14.12,0.76,300.5,Very Poor
Bangalore,2021-03-05,215.7,205.0,127.9,117.9,218.3,45.1,3.11,65.4,61.7,19.95,4.74,6.26,262.3,Poor
Delhi,2021-03-06,202.1,76.4,73.3,28.3,243.5,37.4,4.3,77.5,74.7,9.56,24.52,8.58,246.9,Poor
Mumbai,2021-03-06,400.6,320.9,120.8,37.0,71.6,5.9,2.19,21.8,24.7,16.06,18.19,2.91,44.8,Good
Chennai,2021-03-06,476.4,191.7,165.5,74.2,13.9,49.2,2.72,68.1,1.1,3.94,29.83,6.49,490.3,Very Poor
Kolkata,2021-03-06,298.0,544.4,65.5,19.6,29.9,9.5,6.69,33.2,175.8,8.62,28.43,5.11,276.4,Satisfactory
Bangalore,2021-03-06,242.6,50.9,128.0,108.6,74.4,42.1,6.42,0.5,136.3,10.94,12.64,5.48,130.3,Very Poor
Delhi,2021-03-07,74.2,9.9,5.7,145.2,111.2,37.9,9.93,98.7,165.5,11.26,27.02,8.22,67.6,Satisfactory
Mumbai,2021-03-07,361.8,430.6,56.0,41.2,131.5,38.6,1.92,2.2,29.8,11.23,17.13,5.62,258.4,Very Poor
Chennai,2021-03-07,214.4,518.1,136.8,3.7,241.2,15.1,1.38,6.7,145.5,0.55,12.4,7.23,465.1,Severe
Kolkata,2021-03-07,176.8,570.3,129.6,128.5,82.4,32.7,9.91,72.6,54.1,1.23,19.12,4.98,398.0,Poor
Bangalore,2021-03-07,71.6,140.0,171.3,100.4,77.2,17.5,2.54,60.1,43.3,2.82,14.85,9.31,478.0,Satisfactory
Delhi,2021-03-08,369.2,257.0,71.0,109.3,114.9,2.4,6.73,9.6,84.9,16.93,14.13,0.77,405.3,Poor
Mumbai,2021-03-08,451.2,301.5,21.1,120.5,78.0,41.4,4.58,26.9,86.5,4.46,27.85,9.32,474.4,Good
Chennai,2021-03-08,171.2,442.8,174.9,137.4,22.7,16.8,3.34,40.9,156.9,2.23,29.38,9.7,314.5,Severe
Kolkata,2021-03-08,31.3,220.9,83.0,120.3,163.5,21.7,5.43,23.3,2.1,6.53,7.72,8.28,158.4,Severe
Bangalore,2021-03-08,380.1,355.7,191.5,31.8,196.7,39.6,7.75,55.5,20.1,9.93,29.3,0.3,170.9,Satisfactory
Delhi,2021-03-09,474.0,512.0,98.3,123.7,165.0,26.7,2.73,21.6,141.1,16.12,11.31,5.31,416.8,Poor
Mumbai,2021-03-09,394.4,383.2,188.9,54.7,63.1,38.2,3.16,34.0,141.5,4.43,16.43,3.85,410.6,Very Poor
Chennai,2021-03-09,159.7,284.4,48.2,146.1,97.5,27.2,9.85,0.8,134.8,14.77,21.52,6.32,120.1,Poor
Kolkata,2021-03-09,198.9,430.2,196.3,130.3,101.8,13.0,1.31,73.7,127.5,12.01,21.3,5.25,174.7,Satisfactory
Bangalore,2021-03-09,393.8,510.8,100.5,33.1,82.9,32.5,6.18,40.0,155.7,9.87,20.87,3.51,491.5,Good
Delhi,2021-03-10,341.3,465.9,92.3,8.7,2.9,42.6,0.44,49.4,9.0,14.51,23.31,8.95,375.6,Poor
Mumbai,2021-03-10,374.9,150.7,176.3,24.7,35.9,7.4,5.02,23.0,139.5,16.86,21.0,0.97,109.9,Good
Chennai,2021-03-10,326.1,239.2,133.2,71.4,192.2,15.3,6.09,27.9,112.7,4.63,1.88,0.25,405.7,Moderate
Kolkata,2021-03-10,2.8,401.9,98.4,5.2,143.7,15.8,5.47,0.7,135.0,17.11,21.89,1.29,436.1,Moderate
Bangalore,2021-03-10,283.8,321.2,54.0,57.8,62.0,40.6,4.17,74.0,163.8,18.05,1.11,6.29,246.5,Very Poor
Delhi,2021-03-11,289.4,189.6,16.2,52.8,40.9,28.9,7.05,39.5,119.6,19.84,12.3,6.38,139.3,Poor
Mumbai,2021-03-11,470.3,315.7,171.6,109.2,208.9,23.8,0.11,10.4,181.3,4.97,10.82,8.02,133.2,Good
Chennai,2021-03-11,405.6,340.8,141.6,99.0,249.2,40.3,5.71,77.2,132.7,14.47,4.15,1.28,87.6,Satisfactory
Kolkata,2021-03-11,446.4,369.7,53.0,141.3,62.0,2.1,0.34,10.6,6.4,19.96,19.78,3.85,23.3,Very Poor
Bangalore,2021-03-11,440.9,47.8,103.3,4.1,137.8,12.4,5.87,14.9,86.1,15.51,1.34,2.62,8.3,Satisfactory
Delhi,2021-03-12,21.3,102.7,169.4,136.3,180.8,17.5,3.99,46.4,1.8,12.42,28.2,9.09,341.4,Satisfactory
Mumbai,2021-03-12,272.2,326.7,32.6,13.7,121.2,31.8,0.94,6.9,86.6,3.6,10.49,1.93,441.2,Good
Chennai,2021-03-12,212.1,356.2,71.0,29.4,213.1,0.5,0.54,59.7,147.7,16.15,13.35,7.17,300.1,Satisfactory
Kolkata,2021-03-12,287.8,115.9,120.8,101.9,228.4,23.8,7.94,35.6,107.5,4.53,15.59,0.23,277.2,Good
Bangalore,2021-03-12,403.1,370.2,176.1,98.6,82.0,42.1,5.98,95.4,14.7,9.42,6.89,6.87,324.5,Satisfactory
Delhi,2021-03-13,411.6,13.6,90.1,79.2,155.0,47.6,5.61,18.7,192.7,18.2,7.65,5.09,58.8,Good
Mumbai,2021-03-13,73.5,63.0,150.3,18.0,249.2,2.9,9.76,64.2,111.0,4.39,26.78,0.8,486.5,Very Poor
Chennai,2021-03-13,190.4,142.9,8.0,76.8,191.1,11.4,4.94,1.2,176.3,17.6,18.6,4.04,313.9,Satisfactory
Kolkata,2021-03-13,329.7,413.7,142.4,129.4,92.3,33.5,6.75,97.7,104.0,14.02,26.11,0.91,193.2,Good
Bangalore,2021-03-13,299.1,455.4,197.6,106.6,73.4,43.2,2.14,40.4,19.0,12.46,24.53,2.71,425.8,Severe
Delhi,2021-03-14,92.8,209.4,45.6,23.9,73.5,28.3,6.03,97.6,104.9,11.17,4.78,4.9,364.4,Good
Mumbai,2021-03-14,174.4,178.2,152.9,138.8,9.8,2.4,5.46,27.7,169.7,18.92,4.97,6.7,52.6,Severe
Chennai,2021-03-14,415.8,280.8,154.8,115.2,77.0,5.7,9.17,84.2,167.7,12.85,18.68,2.36,487.6,Very Poor
Kolkata,2021-03-14,452.0,51.7,101.3,9.6,110.0,0.9,0.85,16.1,141.3,0.64,1.73,3.42,488.0,Moderate
Bangalore,2021-03-14,196.3,338.1,70.2,35.6,204.1,48.2,7.3,16.7,165.5,15.75,23.65,8.49,461.1,Poor
Delhi,2021-03-15,443.4,335.9,11.7,2.2,46.1,21.6,3.95,63.7,24.2,12.95,11.05,2.04,427.7,Moderate
Mumbai,2021-03-15,488.6,68.3,128.5,92.9,44.4,38.3,2.06,31.3,95.4,0.22,13.46,2.86,379.9,Poor
Chennai,2021-03-15,99.5,0.7,98.4,113.1,80.7,30.5,6.61,17.7,90.2,1.06,21.23,3.64,474.6,Severe
Kolkata,2021-03-15,452.8,258.6,85.9,81.1,25.4,42.4,7.4,60.3,170.9,10.48,3.51,9.95,317.4,Satisfactory
Bangalore,2021-03-15,434.2,324.0,3.1,101.0,28.2,24.7,5.29,11.8,114.9,3.06,22.59,8.38,240.8,Very Poor
Delhi,2021-03-16,218.5,482.4,194.2,23.1,235.8,31.3,2.46,66.8,60.9,2.02,29.71,4.11,369.7,Severe
Mumbai,2021-03-16,388.0,364.0,60.3,90.1,7.9,42.2,0.73,93.1,136.0,13.42,14.71,5.89,4.4,Good
Chennai,2021-03-16,417.4,409.9,57.9,143.2,245.5,9.8,3.86,84.5,151.1,10.06,3.27,3.9,494.2,Poor
Kolkata,2021-03-16,282.7,449.9,80.3,47.7,173.5,39.5,6.99,16.2,193.0,2.83,17.8,3.72,73.7,Severe
Bangalore,2021-03-16,163.5,586.8,130.4,133.6,87.6,31.3,9.37,9.8,143.9,6.78,16.84,1.11,0.8,Moderate
Delhi,2021-03-17,245.3,235.9,147.0,3.4,88.9,21.7,2.49,81.8,51.9,3.73,14.33,1.22,274.9,Severe
Mumbai,2021-03-17,69.5,497.4,153.7,116.5,14.3,5.1,6.03,96.9,72.6,16.2,4.47,8.41,344.5,Satisfactory
Chennai,2021-03-17,432.8,22.2,15.4,47.4,108.4,47.1,0.38,58.5,104.1,11.53,29.79,0.93,63.1,Satisfactory
Kolkata,2021-03-17,36.5,370.9,27.7,17.1,41.4,49.5,3.49,4.7,5.9,17.68,13.67,7.97,88.9,Good
Bangalore,2021-03-17,129.6,144.1,130.2,132.5,163.5,38.0,0.73,90.4,22.6,1.14,0.13,7.44,133.5,Good
Delhi,2021-03-18,327.5,16.2,35.1,88.9,244.6,11.9,4.18,29.1,83.6,8.76,2.68,2.19,15.1,Good
Mumbai,2021-03-18,341.6,60.9,138.9,130.5,214.4,23.1,3.03,63.1,38.6,7.9,24.11,8.08,294.5,Satisfactory
Chennai,2021-03-18,457.7,115.8,58.2,10.6,102.2,33.3,1.31,4.3,44.7,10.7,5.09,4.31,329.0,Good
Kolkata,2021-03-18,61.9,55.7,27.9,31.6,67.8,42.9,1.95,14.8,99.6,16.37,13.59,1.85,77.9,Satisfactory
Bangalore,2021-03-18,20.6,14.8,91.8,92.9,108.3,8.9,0.81,100.0,75.8,18.39,25.31,9.92,176.2,Satisfactory
Delhi,2021-03-19,40.2,36.5,167.0,69.7,46.1,33.8,8.16,66.8,8.1,18.93,12.89,8.13,303.8,Good
Mumbai,2021-03-19,256.3,393.6,42.6,147.6,228.1,6.6,9.4,36.6,163.2,19.99,12.01,8.51,249.4,Satisfactory
Chennai,2021-03-19,17.2,3.0,139.7,39.5,188.4,47.9,4.84,63.9,163.1,8.47,23.87,9.16,225.5,Good
Kolkata,2021-03-19,185.9,213.2,60.8,38.5,78.2,15.9,0.95,30.1,31.8,1.87,2.77,3.75,160.9,Poor
Bangalore,2021-03-19,230.1,136.1,81.3,4.0,75.3,30.8,2.13,2.8,86.0,16.05,17.34,9.19,448.6,Severe
Delhi,2021-03-20,315.7,476.4,188.2,125.8,245.2,11.0,7.71,67.8,6.3,19.19,24.82,4.24,198.0,Moderate
Mumbai,2021-03-20,403.5,407.4,33.9,46.0,121.7,13.2,3.43,44.1,194.8,10.74,27.75,6.91,68.7,Very Poor
Chennai,2021-03-20,400.8,489.8,78.9,113.4,139.7,16.1,5.28,63.2,135.6,5.72,18.8,4.23,115.5,Severe
Kolkata,2021-03-20,430.4,396.7,186.4,133.7,25.9,17.8,8.09,51.8,198.6,12.41,9.62,7.95,104.8,Very Poor
Bangalore,2021-03-20,325.9,281.3,131.8,94.8,153.4,41.6,1.59,20.7,141.7,1.29,27.65,9.05,356.9,Severe
Delhi,2021-03-21,404.1,164.7,131.9,70.4,71.7,31.9,7.88,27.9,35.1,16.89,20.89,9.23,223.8,Satisfactory
Mumbai,2021-03-21,14.2,508.5,17.4,31.8,172.1,6.3,8.27,58.1,94.0,14.91,17.64,8.3,270.4,Good
Chennai,2021-03-21,260.1,309.6,65.3,56.2,15.2,40.9,5.67,85.1,100.5,14.56,21.77,9.6,222.7,Very Poor
Kolkata,2021-03-21,468.6,470.6,160.4,63.1,43.6,18.7,0.71,93.0,194.3,6.87,8.67,1.33,360.4,Good
Bangalore,2021-03-21,430.3,210.2,196.4,81.3,90.6,15.3,3.28,20.9,169.8,11.81,19.93,3.39,491.2,Moderate
Delhi,2021-03-22,498.8,167.4,8.4,126.1,178.9,27.0,5.26,66.8,158.5,5.29,14.66,3.24,316.3,Moderate
Mumbai,2021-03-22,455.3,468.4,8.2,18.5,102.3,48.8,3.32,73.3,9.3,17.99,7.26,7.19,291.2,Satisfactory
Chennai,2021-03-22,11.0,13.4,19.2,86.2,240.1,41.2,7.48,86.3,36.3,4.0,26.34,4.86,399.3,Severe
Kolkata,2021-03-22,9.1,441.4,70.8,120.6,38.8,3.6,9.43,51.4,1.2,14.65,25.93,2.01,123.3,Moderate
Bangalore,2021-03-22,308.9,140.2,195.9,19.4,164.4,34.0,5.53,29.0,103.6,13.82,24.74,7.31,299.6,Satisfactory
Delhi,2021-03-23,91.0,582.5,44.8,114.3,76.2,12.3,4.12,84.0,156.7,9.21,23.49,7.65,163.7,Good
Mumbai,2021-03-23,469.8,334.2,72.1,77.3,231.8,26.1,2.41,42.0,38.5,4.37,22.53,2.23,332.8,Severe
Chennai,2021-03-23,123.9,25.7,51.4,39.7,185.2,29.7,9.68,14.9,41.5,10.96,7.84,5.77,205.4,Satisfactory
Kolkata,2021-03-23,345.6,228.4,112.6,113.6,96.8,47.1,5.63,28.0,152.9,5.49,2.38,4.52,259.7,Good
Bangalore,2021-03-23,376.3,539.7,143.0,104.0,19.5,39.2,4.21,64.7,18.5,0.52,22.6,0.34,278.0,Good
Delhi,2021-03-24,354.8,594.5,87.0,21.4,80.3,26.8,1.26,95.3,112.1,11.96,14.11,2.71,332.4,Moderate
Mumbai,2021-03-24,150.5,375.7,100.7,23.8,161.4,24.2,6.21,96.6,86.1,0.13,23.45,7.02,57.3,Satisfactory
Chennai,2021-03-24,26.2,450.6,182.2,100.0,70.9,40.0,1.03,79.9,57.8,2.68,7.11,1.33,497.2,Very Poor
Kolkata,2021-03-24,435.3,433.4,61.0,24.9,76.1,40.1,6.79,79.9,127.5,17.41,9.15,2.92,60.5,Poor
Bangalore,2021-03-24,135.9,369.3,125.7,77.3,144.9,24.6,3.42,38.6,160.4,1.67,17.7,7.53,119.6,Moderate
Delhi,2021-03-25,329.1,196.3,6.0,43.6,185.7,16.9,6.7,0.5,11.9,0.82,13.32,1.22,189.2,Good
Mumbai,2021-03-25,213.2,430.2,21.1,95.5,201.1,42.0,3.97,99.6,133.5,14.18,19.18,4.45,367.5,Satisfactory
Chennai,2021-03-25,256.3,22.4,162.6,19.3,106.9,1.5,7.58,41.5,99.8,14.93,2.79,0.92,482.1,Good
Kolkata,2021-03-25,409.9,377.4,36.4,9.8,155.3,45.8,6.86,78.0,129.0,12.25,12.94,6.18,223.1,Moderate
Bangalore,2021-03-25,44.7,214.5,129.9,62.5,80.0,34.3,2.02,65.1,166.6,14.61,27.33,3.37,387.4,Satisfactory
Delhi,2021-03-26,478.4,263.2,62.8,67.0,229.7,38.1,2.6,53.9,53.1,2.14,15.52,7.35,143.6,Severe
Mumbai,2021-03-26,36.2,113.0,80.2,47.1,212.1,14.3,6.05,54.9,41.7,13.91,22.22,8.12,80.9,Severe
Chennai,2021-03-26,349.9,567.1,56.7,41.1,48.4,42.2,6.97,97.3,187.8,3.32,17.6,6.94,395.0,Moderate
Kolkata,2021-03-26,481.4,504.7,168.5,140.8,90.3,16.9,2.11,66.9,55.4,18.62,17.68,5.72,113.9,Moderate
Bangalore,2021-03-26,17.9,25.5,56.9,120.3,0.2,0.1,6.29,77.0,138.2,17.35,27.29,5.34,220.3,Poor
Delhi,2021-03-27,280.2,484.9,82.7,59.7,218.5,45.8,2.59,47.7,84.1,3.45,24.57,8.25,264.6,Poor
Mumbai,2021-03-27,296.5,95.4,130.8,137.2,55.5,4.7,7.34,24.7,39.0,3.94,18.19,4.02,30.9,Moderate
Chennai,2021-03-27,102.5,537.9,16.0,142.7,61.1,37.0,6.46,61.2,154.2,12.83,28.94,6.45,443.4,Severe
Kolkata,2021-03-27,156.6,329.4,161.9,115.7,178.5,38.3,4.73,82.5,136.3,3.18,10.24,2.91,438.6,Good
Bangalore,2021-03-27,401.4,161.9,91.5,92.2,44.3,13.5,7.81,97.4,150.1,18.92,5.32,1.38,454.2,Satisfactory
Delhi,2021-03-28,373.5,308.3,187.3,51.0,63.8,31.2,5.16,66.6,139.6,18.15,21.89,1.03,292.7,Moderate
Mumbai,2021-03-28,483.0,590.1,176.7,13.9,40.2,26.5,1.44,34.1,147.4,5.38,6.46,4.39,415.9,Poor
Chennai,2021-03-28,58.7,225.1,85.9,60.8,59.7,4.9,9.75,89.0,128.3,8.72,15.41,3.89,389.3,Moderate
Kolkata,2021-03-28,316.3,65.4,197.5,87.9,244.3,46.6,0.42,6.2,4.9,19.24,21.68,9.44,219.6,Good
Bangalore,2021-03-28,446.3,46.7,132.7,133.7,28.4,30.4,0.32,28.5,2.2,7.28,4.63,7.52,328.4,Severe
Delhi,2021-03-29,431.8,411.4,181.4,59.3,60.2,13.8,1.73,48.3,42.5,12.24,4.06,7.33,96.3,Satisfactory
Mumbai,2021-03-29,425.6,290.7,166.2,78.8,172.1,37.1,4.36,48.9,100.1,14.82,6.11,8.57,135.7,Moderate
Chennai,2021-03-29,275.3,182.8,174.7,82.4,89.9,23.0,4.13,1.2,41.7,10.51,8.88,6.9,184.5,Good
Kolkata,2021-03-29,324.2,302.2,118.0,52.2,132.4,39.7,1.79,42.3,185.9,1.93,29.03,0.2,297.8,Very Poor
Bangalore,2021-03-29,178.9,144.2,17.2,135.0,87.5,30.1,4.63,2.8,35.2,16.02,27.89,0.14,177.6,Very Poor
Delhi,2021-03-30,174.1,138.8,165.2,55.1,71.9,33.9,0.63,62.5,89.8,7.56,23.49,3.5,456.6,Moderate
Mumbai,2021-03-30,322.4,247.7,157.0,25.8,75.6,36.9,5.59,4.8,168.0,17.33,17.38,3.72,202.2,Poor
Chennai,2021-03-30,168.4,407.2,135.1,116.8,195.0,37.7,9.55,28.6,154.6,10.84,9.11,9.43,260.2,Satisfactory
Kolkata,2021-03-30,336.0,426.2,195.1,50.9,112.9,9.1,3.17,31.9,103.2,7.85,17.74,9.34,283.9,Poor
Bangalore,2021-03-30,297.9,116.6,71.9,36.1,95.1,42.3,1.98,65.4,31.2,15.7,22.89,1.09,94.2,Severe
Delhi,2021-03-31,204.0,223.0,102.9,145.1,102.2,13.9,5.63,10.0,115.0,15.22,11.0,7.37,304.4,Satisfactory
Mumbai,2021-03-31,311.6,526.6,150.8,99.5,133.0,45.3,2.74,18.4,55.3,19.85,21.2,5.51,222.9,Severe
Chennai,2021-03-31,288.0,86.2,9.0,15.3,95.5,30.1,1.33,12.2,93.8,6.22,10.09,1.46,73.3,Moderate
Kolkata,2021-03-31,205.0,121.8,110.7,87.3,111.8,13.2,0.58,52.1,67.4,12.95,27.66,7.36,197.2,Poor
Bangalore,2021-03-31,499.0,80.6,77.2,6.8,96.3,3.3,3.68,53.5,194.7,2.06,28.93,5.36,280.2,Moderate
Delhi,2021-04-01,409.7,127.0,55.7,17.0,79.7,43.5,1.57,35.9,134.9,15.47,28.66,3.79,372.4,Good
Mumbai,2021-04-01,400.9,485.3,124.5,96.1,138.5,49.8,5.41,57.5,91.0,16.26,3.66,1.28,199.8,Moderate
Chennai,2021-04-01,143.0,326.6,153.8,35.3,53.2,15.8,3.54,43.9,59.9,1.74,20.11,3.77,334.4,Moderate
Kolkata,2021-04-01,121.7,588.4,28.4,78.7,32.1,40.3,2.38,51.3,19.0,11.29,29.99,9.89,147.4,Severe
Bangalore,2021-04-01,350.8,433.6,23.4,22.2,85.3,28.7,0.69,87.5,119.9,9.68,28.69,2.68,185.0,Severe
Delhi,2021-04-02,315.1,221.1,25.5,106.6,155.1,12.1,7.95,17.8,59.7,5.37,5.44,2.62,3.2,Severe
Mumbai,2021-04-02,353.1,180.7,89.6,17.3,197.6,31.8,2.26,43.5,21.3,19.95,28.12,1.99,199.2,Very Poor
Chennai,2021-04-02,284.1,173.8,13.9,89.2,20.3,47.8,0.68,53.2,25.4,1.75,0.99,1.22,40.0,Good
Kolkata,2021-04-02,294.4,212.5,65.8,87.1,24.6,46.0,6.03,92.7,64.3,0.17,19.87,7.16,181.9,Satisfactory
Bangalore,2021-04-02,240.2,560.8,6.7,12.0,151.8,27.4,6.92,18.7,180.4,0.65,23.78,8.21,146.5,Good
Delhi,2021-04-03,357.1,118.7,131.3,29.3,176.2,19.4,2.83,90.2,93.7,1.25,22.26,7.33,251.8,Good
Mumbai,2021-04-03,432.3,72.0,161.0,146.9,132.3,16.8,4.67,25.4,159.3,9.74,7.51,5.88,198.3,Satisfactory
Chennai,2021-04-03,267.6,565.3,15.5,112.7,175.0,10.6,6.13,34.2,31.6,5.08,2.56,8.56,372.0,Moderate
Kolkata,2021-04-03,412.5,484.4,150.7,27.5,125.1,46.0,1.89,86.6,12.9,8.25,20.72,3.11,162.4,Moderate
Bangalore,2021-04-03,277.2,369.3,194.7,116.0,148.2,48.7,6.85,4.8,196.2,11.12,23.7,0.97,310.6,Severe
Delhi,2021-04-04,302.2,307.0,57.9,40.9,134.5,7.9,6.05,28.5,118.7,12.55,27.7,5.55,471.8,Poor
Mumbai,2021-04-04,147.5,379.9,24.4,70.1,77.1,19.1,8.82,96.9,14.6,15.83,27.85,7.96,128.9,Severe
Chennai,2021-04-04,436.7,571.2,114.2,74.2,171.0,48.4,5.35,95.4,188.5,17.99,12.15,5.08,232.5,Satisfactory
Kolkata,2021-04-04,259.1,344.7,99.5,139.6,164.9,44.8,2.86,11.6,197.9,9.64,9.18,6.87,292.5,Moderate
Bangalore,2021-04-04,217.5,332.1,70.2,23.6,89.4,7.2,2.37,83.0,19.6,13.05,23.55,1.59,165.0,Poor
Delhi,2021-04-05,446.7,238.0,182.9,94.4,127.3,8.6,6.61,52.3,6.3,15.7,15.56,2.78,250.9,Good
Mumbai,2021-04-05,49.6,27.4,179.4,139.8,59.7,6.5,9.82,30.9,61.8,4.43,7.01,9.52,423.4,Good
Chennai,2021-04-05,285.8,306.8,194.9,73.5,80.0,9.1,7.24,7.2,15.9,13.4,22.92,4.63,50.9,Satisfactory
Kolkata,2021-04-05,220.5,568.0,49.6,24.8,152.1,23.0,8.21,79.6,82.9,8.66,23.96,1.28,99.9,Good
Bangalore,2021-04-05,404.9,328.4,84.4,79.2,26.7,24.7,1.98,4.2,41.2,16.54,8.5,9.32,491.9,Very Poor
Delhi,2021-04-06,79.8,423.5,17.5,23.0,27.4,1.3,6.21,50.2,125.2,12.21,6.59,0.75,353.8,Good
Mumbai,2021-04-06,181.8,21.8,166.3,91.5,120.9,26.8,4.93,9.6,173.9,2.52,2.17,6.3,205.8,Poor
Chennai,2021-04-06,194.0,409.3,46.7,45.6,20.1,30.8,1.61,82.8,8.7,3.96,3.51,5.85,475.5,Very Poor
Kolkata,2021-04-06,224.0,159.9,26.1,112.9,146.6,0.8,2.35,29.4,133.3,4.56,8.41,3.03,332.8,Poor
Bangalore,2021-04-06,189.6,80.9,4.2,85.6,158.4,36.4,4.18,24.0,144.7,11.39,3.57,9.99,472.9,Good
Delhi,2021-04-07,161.4,16.7,67.7,98.4,192.4,1.8,6.56,32.6,37.5,0.65,6.56,9.09,322.5,Satisfactory
Mumbai,2021-04-07,196.7,518.2,194.1,107.6,73.8,46.6,8.1,99.5,39.2,16.23,28.88,4.88,370.3,Satisfactory
Chennai,2021-04-07,15.5,465.5,181.8,32.6,199.2,25.3,6.04,43.3,186.4,0.8,12.28,9.88,233.8,Moderate
Kolkata,2021-04-07,335.8,550.3,163.5,51.8,220.3,0.3,9.25,78.2,171.4,7.18,18.23,6.07,202.0,Good
Bangalore,2021-04-07,75.9,80.9,14.9,18.7,93.0,40.5,4.89,43.2,190.1,9.55,28.66,6.74,299.4,Very Poor
Delhi,2021-04-08,102.6,334.3,55.9,82.1,63.0,48.3,7.69,32.6,129.5,11.71,23.12,3.0,35.3,Very Poor
Mumbai,2021-04-08,132.7,542.4,136.3,118.5,201.5,19.1,9.51,55.8,143.9,6.39,7.45,5.4,147.1,Severe
Chennai,2021-04-08,342.2,524.5,46.5,54.3,93.1,0.7,2.43,47.9,22.2,15.91,19.54,9.34,124.4,Good
Kolkata,2021-04-08,65.3,62.5,134.1,43.9,99.5,12.1,4.69,77.6,158.8,7.4,15.08,9.47,246.6,Moderate
Bangalore,2021-04-08,279.1,297.6,198.5,75.9,77.4,43.8,9.65,87.0,81.8,10.54,6.61,8.99,386.6,Good
Delhi,2021-04-09,406.7,265.0,22.6,89.6,125.4,4.2,5.57,39.9,140.2,17.14,16.93,3.39,144.0,Good
Mumbai,2021-04-09,473.0,95.7,19.1,73.5,70.5,41.3,3.47,31.3,21.8,19.08,8.47,2.87,143.1,Good
Chennai,2021-04-09,114.0,456.2,180.4,32.3,247.5,41.8,6.95,86.9,100.4,13.83,26.95,7.56,60.6,Satisfactory
Kolkata,2021-04-09,434.1,87.1,161.5,14.3,67.2,1.8,8.06,74.4,191.3,18.36,21.57,8.64,56.1,Moderate
Bangalore,2021-04-09,272.4,417.7,179.9,13.3,138.6,28.3,1.98,80.1,91.3,11.09,17.59,9.95,209.9,Very Poor
Delhi,2021-04-10,434.8,175.9,31.2,141.4,241.7,47.6,2.79,57.0,138.8,17.37,21.25,8.62,190.5,Moderate
Mumbai,2021-04-10,260.0,184.0,56.2,7.7,220.0,20.0,2.52,99.3,1.7,9.44,18.52,9.34,438.1,Poor
Chennai,2021-04-10,419.5,13.6,197.4,110.2,248.5,8.0,6.6,85.4,189.3,13.94,15.72,5.39,320.9,Good
Kolkata,2021-04-10,234.0,73.6,71.1,38.0,83.8,21.2,1.43,20.9,102.2,13.75,10.13,5.32,458.7,Severe
Bangalore,2021-04-10,494.5,265.5,184.9,60.7,58.9,33.9,9.5,91.3,23.7,2.82,18.09,9.45,458.4,Poor
Delhi,2021-04-11,404.5,162.3,12.1,11.3,17.9,9.2,4.9,2.6,82.7,5.19,10.09,7.94,471.1,Good
Mumbai,2021-04-11,145.2,136.8,198.3,135.6,186.4,23.8,7.39,83.7,38.5,2.47,16.1,2.64,477.4,Severe
Chennai,2021-04-11,119.3,32.6,23.7,81.2,95.6,38.2,6.77,62.1,121.7,6.34,22.59,3.01,137.0,Poor
Kolkata,2021-04-11,75.7,459.0,1.7,17.5,228.9,38.6,0.58,5.4,86.4,8.49,22.22,9.49,365.6,Very Poor
Bangalore,2021-04-11,459.6,519.6,19.4,89.7,186.7,17.2,2.42,82.1,48.3,10.85,17.71,2.51,131.9,Good
Delhi,2021-04-12,32.9,219.3,87.8,69.3,2.9,34.2,4.8,90.3,120.7,11.24,14.58,6.73,434.5,Moderate
Mumbai,2021-04-12,199.7,262.7,146.9,137.8,61.5,33.2,8.88,81.4,104.1,7.39,21.56,3.35,173.1,Poor
Chennai,2021-04-12,262.7,105.5,71.5,147.5,210.3,17.3,8.44,34.2,199.8,1.17,14.95,8.82,491.0,Severe
